customer_id,product_id,browse_date,time_spent_seconds,pages_viewed,added_to_cart
C1561,P0010,2026-01-20 21:01:27,122,10,0
C1224,P0157,2025-08-08 08:55:44,491,12,0
C1158,P0144,2025-10-18 03:35:43,152,7,1
C1257,P0078,2025-12-16 22:29:52,94,14,0
C0199,P0161,2026-01-13 14:06:36,542,9,0
C0301,P0063,2026-02-10 23:27:26,440,4,0
C1789,P0154,2025-07-07 11:13:22,463,2,1
C0398,P0108,2025-07-17 10:50:03,290,1,0
C1164,P0044,2026-02-18 02:46:27,594,8,1
C0894,P0098,2026-04-25 16:45:42,286,5,1
C0924,P0048,2025-09-01 17:41:44,582,10,0
C1481,P0087,2025-12-30 22:03:30,83,13,0
C0791,P0081,2025-11-21 09:12:32,258,12,1
C0130,P0084,2026-01-20 09:53:58,280,11,0
C0558,P0131,2025-09-18 14:07:24,187,12,0
C1832,P0066,2025-07-26 17:11:14,516,4,0
C0078,P0016,2025-08-10 00:46:53,343,2,0
C1580,P0134,2025-10-09 01:05:18,196,4,0
C0278,P0018,2025-07-20 07:15:08,528,4,0
C0123,P0117,2026-03-25 01:10:50,55,8,0
C1095,P0048,2026-05-03 13:06:09,23,6,1
C0084,P0155,2026-04-27 08:03:12,569,11,0
C0357,P0048,2025-07-02 17:29:15,447,5,0
C0523,P0143,2025-08-26 04:25:10,196,3,1
C0378,P0069,2026-02-13 18:54:54,539,5,1
C1317,P0009,2025-12-28 08:24:57,275,3,0
C0093,P0198,2026-01-03 03:52:29,533,10,0
C0405,P0072,2025-10-28 04:58:33,153,9,0
C1291,P0166,2026-02-04 02:31:19,476,13,0
C0547,P0119,2026-03-09 19:51:29,530,7,0
C1038,P0010,2025-07-08 15:53:21,368,7,0
C1262,P0034,2026-05-17 13:59:09,173,10,1
C0634,P0145,2025-10-13 16:27:29,520,10,0
C1421,P0098,2025-09-02 22:31:23,110,5,0
C0214,P0121,2026-01-10 14:42:38,136,2,0
C0197,P0019,2025-07-23 07:00:07,16,1,0
C0330,P0098,2026-04-10 03:30:29,396,13,0
C0307,P0011,2025-07-16 11:57:22,451,9,0
C0895,P0140,2025-07-11 11:53:13,6,8,0
C1786,P0139,2026-05-21 22:34:27,313,4,0
C1546,P0112,2025-11-11 05:50:20,12,4,0
C0477,P0106,2025-10-09 00:39:17,464,13,0
C1550,P0182,2025-09-04 21:12:59,240,2,0
C0478,P0167,2026-01-14 19:01:09,24,8,1
C0855,P0135,2025-07-13 15:18:50,133,10,0
C1446,P0038,2025-08-16 10:23:55,250,13,1
C1580,P0086,2025-06-20 15:49:17,560,10,0
C1399,P0190,2025-09-18 08:41:59,382,6,0
C1681,P0051,2025-10-22 09:54:26,246,6,0
C0920,P0051,2025-06-10 13:04:36,270,8,0
C0712,P0149,2025-11-26 10:44:53,252,6,1
C1877,P0057,2026-03-23 10:00:43,386,7,0
C0801,P0187,2025-11-16 04:39:39,22,8,0
C0732,P0057,2026-05-06 17:46:40,356,12,0
C1840,P0042,2026-03-29 05:05:27,287,10,0
C0110,P0180,2026-05-26 09:31:54,548,10,0
C1818,P0025,2026-04-15 02:57:55,61,4,0
C0232,P0126,2025-07-14 01:20:16,347,13,0
C1823,P0064,2026-01-09 12:22:47,459,8,0
C0289,P0002,2025-10-22 13:12:42,534,1,1
C0229,P0084,2025-09-28 08:33:14,439,2,0
C1021,P0146,2025-08-29 00:33:33,92,8,0
C1917,P0030,2026-04-18 18:51:37,313,10,1
C0343,P0180,2025-10-21 22:52:18,181,11,1
C0194,P0186,2026-04-13 17:50:38,222,4,0
C1185,P0175,2026-03-11 08:23:51,529,8,0
C1625,P0068,2025-06-19 19:27:49,46,3,0
C0210,P0094,2025-08-25 18:26:06,279,10,0
C1303,P0054,2026-05-20 14:32:27,144,8,0
C0546,P0053,2026-01-23 13:18:10,534,9,0
C0112,P0005,2025-11-02 05:58:25,414,14,1
C1206,P0013,2026-01-09 19:50:51,343,13,0
C1283,P0090,2026-04-03 02:33:09,254,12,0
C0898,P0108,2026-06-07 15:03:52,598,13,0
C0485,P0002,2025-11-01 10:48:43,286,10,0
C1112,P0016,2026-04-30 12:53:28,155,8,1
C0254,P0188,2025-09-22 00:23:03,333,5,1
C1421,P0005,2025-07-13 14:57:17,463,10,0
C1844,P0077,2025-10-10 16:09:02,173,5,1
C0366,P0178,2026-01-05 03:59:10,366,8,0
C0639,P0007,2026-02-04 22:14:15,44,12,1
C0416,P0099,2025-08-07 16:18:44,259,4,0
C1877,P0198,2025-06-26 11:12:54,581,4,0
C0011,P0108,2025-07-10 11:31:45,30,13,1
C0421,P0151,2025-12-30 19:14:17,225,5,0
C0496,P0168,2026-01-24 12:01:42,465,7,0
C0635,P0144,2026-02-22 01:48:57,193,4,0
C0616,P0080,2025-09-20 17:23:22,413,12,0
C1932,P0090,2025-07-14 21:50:32,361,1,1
C1756,P0009,2026-03-12 22:08:01,528,5,0
C0950,P0182,2025-09-05 14:20:01,288,8,0
C0099,P0197,2025-08-07 19:31:38,486,14,0
C1250,P0077,2025-06-18 08:03:02,369,10,0
C0590,P0075,2025-11-25 03:48:26,46,6,0
C0836,P0181,2026-02-26 13:31:16,549,7,0
C1592,P0105,2025-09-05 13:37:14,204,5,0
C0768,P0051,2026-06-01 21:16:52,590,11,0
C0377,P0143,2026-01-16 10:45:12,403,5,0
C0221,P0083,2025-09-14 06:07:41,186,3,0
C0522,P0140,2025-11-24 04:51:20,8,2,1
C0848,P0036,2025-06-27 18:04:32,285,7,0
C0972,P0098,2025-08-31 21:53:33,424,5,1
C0963,P0009,2025-09-24 19:15:13,577,5,0
C0658,P0171,2025-06-21 16:15:09,514,9,1
C0226,P0105,2025-06-30 22:35:10,429,13,1
C0434,P0028,2025-08-28 12:54:30,340,12,0
C1652,P0069,2025-12-05 09:39:59,517,7,1
C0864,P0017,2025-11-02 09:16:19,372,11,0
C0859,P0088,2025-08-19 19:09:33,174,6,0
C1959,P0090,2025-09-24 09:05:36,565,14,0
C0294,P0151,2025-10-26 05:19:17,154,4,1
C0433,P0059,2026-04-02 19:39:20,203,7,0
C0898,P0049,2025-12-12 06:03:15,476,8,0
C0247,P0126,2026-04-18 01:32:48,243,8,0
C0560,P0051,2026-05-15 06:16:14,384,10,1
C1104,P0185,2025-06-29 02:11:49,371,13,0
C0911,P0027,2026-04-28 20:46:35,456,14,0
C1004,P0158,2026-01-30 08:26:07,424,3,0
C1238,P0113,2025-08-03 20:20:40,118,9,0
C0754,P0124,2025-12-14 19:20:56,592,7,0
C1493,P0056,2026-02-18 04:22:39,48,10,0
C1879,P0181,2025-10-29 11:18:16,88,7,0
C0668,P0016,2025-08-23 21:03:58,169,5,0
C1999,P0145,2026-04-16 02:13:22,41,13,1
C0403,P0158,2026-01-13 16:23:47,49,2,1
C0206,P0062,2026-01-02 07:59:58,424,4,1
C1492,P0052,2026-05-25 23:23:16,23,13,0
C1324,P0007,2025-09-05 18:01:22,432,5,0
C0580,P0034,2025-12-17 21:48:05,329,7,0
C0778,P0042,2026-04-23 07:32:58,301,13,0
C0231,P0197,2025-12-22 14:00:16,398,10,0
C1382,P0188,2026-03-18 11:56:10,132,3,0
C1429,P0136,2025-09-18 14:30:28,197,12,0
C0881,P0078,2025-11-30 19:41:46,89,14,0
C1749,P0049,2025-09-28 08:34:29,149,5,1
C1082,P0185,2026-01-27 18:40:51,578,4,0
C1469,P0040,2025-11-09 02:29:11,175,3,0
C1508,P0050,2025-12-19 19:49:03,450,13,0
C1579,P0177,2025-09-28 08:14:08,382,12,0
C1290,P0095,2026-05-12 17:26:06,266,9,1
C0897,P0071,2025-09-09 23:53:34,223,5,0
C0092,P0127,2025-09-19 23:47:24,84,8,0
C1262,P0116,2026-02-19 18:07:55,490,6,0
C0025,P0156,2025-06-26 08:14:24,521,8,1
C1813,P0018,2025-09-21 16:53:03,61,13,1
C0019,P0128,2026-01-09 22:08:05,197,13,0
C1411,P0170,2025-06-21 16:32:44,281,3,0
C0745,P0040,2026-01-15 17:03:06,327,9,0
C0639,P0055,2025-06-24 03:03:10,440,12,1
C0109,P0098,2026-06-06 10:20:01,188,7,0
C1392,P0198,2025-11-19 05:39:35,375,5,0
C0973,P0087,2025-07-27 06:00:44,205,1,0
C0509,P0066,2025-06-13 17:49:42,279,3,0
C0504,P0135,2025-12-02 03:21:28,122,10,0
C0042,P0059,2026-02-15 16:11:26,333,1,0
C0283,P0175,2026-05-19 13:18:55,262,14,0
C0612,P0019,2025-09-16 18:49:55,533,5,1
C0423,P0117,2026-01-18 03:18:24,85,7,0
C1572,P0168,2025-10-05 00:23:50,433,4,0
C1945,P0197,2026-04-22 02:04:41,208,4,0
C0728,P0029,2026-05-07 09:18:05,200,3,1
C1688,P0014,2026-05-24 10:27:15,150,10,1
C1081,P0012,2025-11-19 09:23:46,214,1,0
C0798,P0088,2025-12-28 18:52:50,283,1,0
C0641,P0079,2025-11-21 21:12:35,292,12,0
C1289,P0015,2025-07-28 20:18:46,423,6,1
C0795,P0109,2025-10-03 19:32:27,80,4,0
C1345,P0177,2025-12-23 10:00:10,113,1,1
C1546,P0047,2026-04-12 21:19:27,383,11,0
C1120,P0190,2025-11-01 06:48:39,107,12,0
C0854,P0146,2025-08-31 09:09:34,31,12,0
C0530,P0167,2025-08-26 16:48:29,86,12,0
C1608,P0054,2025-11-27 23:52:33,483,14,1
C1186,P0071,2025-08-20 08:54:51,406,12,1
C1062,P0187,2026-05-27 08:21:38,515,9,0
C0713,P0200,2025-08-25 15:24:49,259,3,0
C0547,P0082,2025-06-26 01:26:45,393,14,0
C1756,P0158,2025-10-10 15:53:19,8,7,1
C1492,P0192,2025-07-08 03:00:02,413,12,0
C1228,P0194,2026-03-25 12:23:15,239,14,0
C1174,P0159,2025-07-24 08:23:04,283,4,0
C0893,P0166,2025-09-02 12:58:49,315,4,1
C1487,P0088,2026-03-07 05:34:10,221,1,1
C1159,P0185,2025-06-23 22:22:01,355,12,0
C0618,P0133,2025-08-25 04:08:44,182,10,0
C1382,P0124,2025-10-23 03:14:01,454,10,0
C0463,P0108,2026-01-26 12:49:37,126,1,1
C1220,P0071,2026-02-22 06:13:38,322,9,0
C1503,P0119,2026-01-08 09:42:15,502,6,0
C0045,P0058,2025-07-05 16:45:38,183,14,0
C0418,P0044,2026-05-01 19:54:39,82,6,0
C1714,P0101,2026-05-12 03:28:48,420,3,0
C0515,P0086,2025-11-08 22:32:13,78,3,0
C1603,P0076,2025-10-13 15:43:32,97,1,0
C1543,P0013,2026-01-15 21:50:10,380,2,0
C1028,P0138,2025-06-12 22:21:15,235,8,1
C1553,P0052,2025-12-07 00:19:19,329,10,1
C1929,P0021,2026-03-16 06:36:47,540,6,0
C1540,P0152,2026-02-09 12:01:31,487,3,0
C0324,P0101,2025-09-10 20:05:33,172,6,0
C0803,P0056,2026-03-30 21:26:42,477,8,0
C0461,P0068,2025-11-04 11:25:04,145,11,1
C0262,P0017,2026-04-26 22:36:04,424,8,0
C1265,P0099,2025-10-31 18:10:37,593,4,0
C0066,P0052,2025-06-16 23:08:53,352,11,1
C0474,P0022,2026-05-22 04:03:13,371,11,1
C0439,P0067,2026-03-11 12:18:44,231,12,1
C0442,P0140,2025-11-14 04:50:22,585,4,0
C1639,P0039,2025-07-11 06:16:47,17,9,0
C1849,P0181,2025-07-28 01:38:51,497,12,1
C1549,P0120,2026-02-05 20:57:11,357,9,1
C0040,P0118,2026-03-21 04:36:37,340,13,0
C1571,P0003,2025-07-27 01:39:00,521,10,0
C0523,P0126,2025-10-21 23:45:12,121,8,0
C1930,P0106,2026-03-12 14:51:07,120,2,0
C1603,P0200,2026-05-17 07:15:43,547,11,0
C1261,P0071,2026-03-01 00:20:38,70,6,0
C1833,P0191,2026-02-10 22:10:44,420,4,0
C0441,P0178,2025-07-10 11:20:09,468,9,0
C0396,P0199,2025-12-12 13:26:46,555,1,0
C1581,P0139,2026-03-07 01:55:32,330,13,0
C1943,P0091,2026-01-05 19:33:14,74,6,0
C0642,P0084,2025-08-25 07:52:20,339,12,1
C0369,P0093,2025-08-16 18:02:16,588,5,0
C0049,P0052,2026-05-02 06:22:26,293,6,1
C1650,P0133,2025-08-15 08:37:00,170,6,1
C0373,P0037,2025-11-30 13:24:26,482,3,0
C0479,P0064,2025-11-27 20:21:39,595,10,0
C1659,P0176,2025-11-03 08:11:38,304,2,1
C0087,P0016,2025-09-05 09:08:53,362,3,0
C1634,P0156,2026-01-10 09:59:17,518,14,1
C1933,P0169,2025-07-27 22:39:23,468,11,0
C1861,P0119,2025-08-18 13:07:33,96,5,0
C0743,P0045,2026-04-05 18:52:22,193,11,0
C1886,P0058,2025-08-30 23:20:50,497,11,0
C1946,P0128,2026-06-06 16:33:07,523,10,0
C1583,P0053,2025-12-06 13:35:22,191,6,0
C0453,P0053,2025-07-28 21:46:40,228,10,0
C0560,P0095,2026-01-07 14:37:05,151,9,0
C1600,P0093,2026-01-26 15:15:12,186,13,1
C1018,P0179,2026-01-31 11:12:29,43,4,0
C0894,P0003,2025-07-28 17:33:20,68,13,1
C0372,P0011,2026-04-04 03:29:46,101,6,0
C1466,P0155,2026-03-07 19:00:46,25,7,0
C0735,P0102,2026-04-04 15:36:10,50,2,0
C0603,P0164,2026-05-07 18:22:37,115,2,0
C0123,P0193,2025-09-29 17:12:40,451,3,0
C1315,P0159,2025-11-29 21:40:38,416,7,0
C0897,P0025,2025-08-16 14:21:56,47,6,0
C0596,P0195,2025-08-14 11:59:12,55,2,1
C0210,P0126,2026-01-07 00:15:23,496,13,0
C0960,P0069,2025-06-18 10:56:00,262,2,0
C1212,P0189,2026-03-22 13:58:21,419,10,0
C1138,P0076,2025-07-18 15:01:56,506,5,0
C0049,P0070,2026-02-08 05:47:24,391,10,1
C1413,P0189,2026-03-31 10:13:43,350,6,0
C0255,P0026,2026-05-30 22:12:25,588,5,0
C1790,P0015,2026-01-24 17:41:02,127,1,0
C1680,P0165,2025-09-12 08:36:22,263,4,0
C0047,P0095,2025-07-10 05:38:23,529,8,1
C0208,P0055,2026-05-05 04:08:59,153,2,1
C0438,P0155,2025-11-27 19:35:56,94,10,0
C1854,P0102,2026-04-02 14:09:01,178,9,0
C1931,P0200,2026-04-04 05:24:34,203,6,0
C0533,P0200,2026-05-05 05:02:14,375,6,0
C1983,P0085,2026-01-18 12:01:12,452,8,1
C0788,P0008,2026-05-14 00:56:21,62,14,1
C0031,P0093,2026-02-14 22:41:27,275,14,0
C1690,P0138,2026-03-09 11:47:21,506,4,1
C1108,P0109,2026-04-24 23:23:39,553,6,0
C0839,P0151,2026-03-04 06:00:38,429,8,0
C1117,P0080,2025-12-07 06:19:29,416,6,0
C0159,P0014,2026-02-25 06:42:51,377,1,0
C1529,P0073,2026-01-24 08:47:28,253,11,0
C0216,P0090,2026-05-07 15:00:09,545,3,0
C1841,P0171,2026-05-17 09:50:31,224,8,0
C0727,P0133,2025-09-27 06:17:52,558,7,1
C1066,P0164,2026-03-30 22:00:13,287,10,0
C1838,P0066,2026-01-20 08:47:46,541,9,0
C1909,P0155,2026-03-17 21:43:38,133,7,0
C0842,P0170,2025-09-05 02:37:53,129,3,0
C0006,P0125,2025-07-30 18:02:59,318,6,0
C0565,P0066,2025-09-07 04:40:53,510,2,0
C1623,P0002,2026-03-03 15:13:27,208,6,0
C0805,P0148,2026-04-20 06:45:45,107,8,0
C1392,P0065,2025-07-28 21:53:22,213,11,0
C1921,P0117,2025-09-13 17:23:04,482,9,0
C0495,P0003,2025-07-12 20:47:08,50,7,1
C1355,P0192,2025-09-21 22:41:44,496,13,0
C1946,P0077,2025-06-10 01:56:22,453,8,0
C0511,P0035,2026-05-10 03:46:55,540,12,1
C1508,P0016,2025-11-26 08:50:43,575,1,0
C0243,P0182,2025-09-05 15:45:16,211,9,0
C1803,P0193,2025-09-27 08:31:19,119,4,1
C1323,P0069,2026-02-11 07:53:01,487,13,0
C0394,P0075,2025-09-04 08:59:43,486,7,0
C0297,P0178,2026-05-14 03:17:14,219,7,0
C0315,P0039,2025-06-20 13:33:49,263,12,0
C0007,P0049,2026-01-03 01:31:03,542,1,0
C1893,P0176,2026-02-28 22:23:00,595,2,0
C1001,P0127,2025-12-01 07:24:23,459,4,0
C0276,P0117,2025-12-15 07:10:53,32,13,0
C1025,P0188,2025-10-25 07:10:18,60,3,0
C1136,P0030,2026-06-06 06:16:06,314,4,0
C0439,P0080,2025-11-05 17:43:51,599,1,0
C1349,P0128,2025-10-04 07:14:17,311,6,0
C1752,P0107,2025-07-12 15:50:49,113,4,0
C0357,P0181,2025-11-30 13:49:09,360,4,0
C0068,P0036,2025-07-20 03:11:29,185,2,1
C0434,P0169,2026-03-19 20:52:48,538,2,0
C1045,P0100,2026-03-22 21:57:36,388,12,0
C1639,P0047,2026-04-08 07:07:40,43,13,0
C0822,P0090,2025-12-01 14:00:48,340,12,0
C0671,P0073,2026-02-26 19:00:31,483,14,0
C0561,P0101,2025-12-12 16:11:56,518,4,0
C0176,P0142,2025-08-29 21:59:39,63,1,0
C1123,P0186,2025-08-01 18:39:57,499,3,1
C1538,P0041,2025-06-13 02:11:34,215,11,0
C1253,P0082,2026-04-24 22:50:48,392,12,0
C0541,P0135,2025-12-06 16:43:10,274,7,0
C1036,P0099,2025-08-19 19:54:19,393,1,0
C0506,P0106,2025-10-26 04:42:34,36,10,1
C1195,P0081,2025-07-27 18:00:19,73,13,0
C0362,P0137,2026-02-17 00:42:21,437,1,0
C0100,P0146,2025-09-20 17:58:31,13,14,0
C0697,P0029,2026-02-27 18:15:34,118,14,0
C0921,P0143,2026-05-23 03:48:05,394,8,0
C0682,P0157,2025-12-16 12:13:30,339,13,1
C0260,P0082,2026-04-29 12:36:28,445,1,0
C1196,P0075,2025-06-17 07:03:35,274,3,0
C0626,P0062,2025-09-22 11:15:07,324,6,0
C1453,P0106,2025-06-30 09:45:24,259,4,1
C0570,P0112,2025-11-19 05:29:13,317,6,0
C0461,P0196,2026-04-12 20:32:43,466,1,1
C1116,P0052,2025-11-25 14:53:53,524,12,0
C1122,P0133,2025-07-15 17:39:02,378,5,1
C0927,P0045,2026-03-21 16:36:05,238,1,1
C1662,P0067,2025-08-21 21:32:17,546,2,0
C0204,P0029,2025-10-24 19:16:29,478,9,0
C0253,P0030,2025-07-05 17:58:08,390,14,0
C0515,P0174,2025-09-14 15:05:45,584,9,0
C1715,P0141,2026-05-27 17:05:20,304,3,0
C0311,P0137,2026-02-04 20:52:22,449,6,0
C0809,P0172,2025-10-23 04:44:33,580,12,0
C0047,P0130,2025-11-13 07:09:38,356,2,0
C1869,P0110,2025-07-03 12:23:57,585,10,1
C1130,P0044,2025-07-04 15:22:37,334,8,1
C0683,P0127,2026-04-19 01:18:51,166,5,0
C0286,P0071,2025-06-21 13:26:09,458,6,0
C1591,P0067,2026-02-12 04:50:54,401,3,1
C0026,P0057,2025-08-04 18:16:27,130,8,1
C1589,P0198,2025-09-16 19:19:59,192,10,1
C1841,P0042,2026-05-10 14:08:56,488,2,1
C0523,P0103,2025-11-08 21:49:59,358,10,0
C0658,P0085,2026-02-11 14:14:55,104,8,0
C0948,P0046,2026-03-10 15:16:24,560,6,0
C1717,P0187,2025-08-03 05:28:02,495,13,0
C0892,P0030,2026-04-29 01:31:23,268,2,0
C0825,P0111,2026-04-05 15:14:27,333,3,0
C1300,P0025,2025-06-22 00:02:08,279,5,0
C0843,P0128,2026-03-30 08:25:10,332,3,1
C0727,P0155,2026-02-27 06:34:14,556,10,0
C0027,P0190,2025-11-07 18:17:35,87,2,0
C0682,P0157,2025-09-16 19:01:59,171,12,0
C0169,P0033,2026-03-05 02:16:51,233,3,0
C1633,P0111,2025-06-21 01:01:12,532,7,0
C1671,P0026,2025-08-03 06:12:30,528,8,0
C1669,P0106,2025-06-20 19:00:54,286,5,0
C0534,P0013,2026-03-23 00:23:29,416,1,0
C1643,P0023,2025-12-25 06:09:01,22,2,0
C0117,P0030,2025-10-29 02:43:41,148,13,0
C0551,P0161,2025-07-31 10:07:02,426,2,0
C1393,P0134,2026-03-17 03:04:54,562,2,0
C0678,P0106,2025-10-28 12:45:06,220,2,0
C1947,P0169,2025-09-12 20:27:07,76,12,0
C0842,P0017,2025-08-29 03:42:16,450,13,0
C1210,P0070,2025-11-12 11:26:43,154,6,0
C0774,P0026,2026-02-14 15:18:38,103,14,0
C1302,P0051,2026-03-05 22:38:38,459,8,0
C0946,P0089,2025-11-19 00:33:50,237,10,0
C1525,P0183,2026-02-11 14:23:35,255,9,0
C0079,P0052,2025-08-04 03:55:47,230,3,0
C1210,P0034,2025-09-22 23:49:02,135,10,0
C0632,P0187,2025-11-19 01:31:37,436,1,0
C1427,P0067,2026-06-06 23:23:35,214,7,0
C0329,P0116,2026-05-01 13:43:44,464,5,0
C0835,P0139,2026-05-21 04:08:40,125,14,0
C1476,P0197,2025-09-27 17:51:19,133,11,0
C1628,P0063,2025-11-19 15:48:28,33,2,1
C1548,P0077,2025-11-20 07:04:46,301,2,0
C1317,P0173,2026-05-28 09:08:29,28,3,0
C1430,P0100,2025-06-29 12:11:12,143,7,0
C1850,P0174,2025-11-21 05:20:00,33,3,0
C0496,P0143,2026-03-04 19:42:55,355,10,0
C0299,P0074,2025-10-21 03:01:13,196,3,0
C0770,P0152,2025-11-23 10:55:01,219,2,0
C0166,P0031,2025-09-16 23:36:25,236,10,0
C1565,P0195,2026-03-12 17:49:16,510,14,0
C1792,P0025,2025-12-31 23:08:35,308,1,0
C1461,P0067,2026-01-07 21:38:25,506,10,0
C1938,P0137,2025-11-26 02:53:23,153,9,1
C0833,P0149,2025-12-18 21:10:34,287,10,0
C0379,P0198,2026-05-01 01:07:34,560,4,0
C1564,P0173,2025-07-14 01:05:48,21,11,1
C0680,P0131,2025-06-23 14:08:31,80,7,0
C1740,P0194,2025-12-01 06:37:47,252,14,0
C0726,P0158,2026-04-11 07:12:52,73,9,0
C1109,P0011,2026-03-09 12:37:40,73,3,0
C1371,P0194,2025-12-11 01:41:59,427,14,1
C1198,P0165,2026-05-06 03:44:23,119,12,0
C1980,P0031,2026-02-08 03:10:26,527,7,1
C1401,P0130,2026-04-29 09:01:46,543,3,0
C1026,P0103,2026-03-13 15:24:42,105,5,1
C1082,P0133,2026-04-17 22:51:52,345,13,0
C1044,P0061,2025-07-05 05:57:55,42,4,0
C1561,P0130,2025-07-18 16:20:37,30,6,1
C1705,P0067,2026-05-05 04:10:38,517,3,0
C0773,P0013,2026-05-24 12:36:45,564,9,1
C0825,P0115,2026-02-03 09:04:00,295,12,0
C1630,P0005,2025-10-10 23:02:16,209,9,1
C0687,P0182,2025-11-13 18:05:52,391,12,0
C0821,P0159,2025-12-11 21:46:02,73,8,0
C1128,P0161,2025-10-30 01:39:32,204,8,0
C1970,P0016,2026-02-21 18:14:33,502,4,1
C0332,P0109,2026-01-15 14:50:11,555,9,0
C0942,P0112,2025-11-22 15:59:53,176,9,0
C1000,P0128,2026-02-14 20:31:19,593,12,0
C0507,P0015,2025-07-28 16:57:11,329,6,0
C1232,P0169,2025-07-17 21:25:17,334,8,0
C0978,P0049,2026-05-30 04:19:57,150,7,0
C0516,P0090,2025-07-14 08:43:54,457,12,1
C1335,P0016,2025-10-10 18:35:08,231,10,0
C1565,P0151,2025-09-20 04:15:46,83,1,0
C1825,P0153,2025-07-18 12:13:30,405,7,0
C0057,P0186,2025-06-08 11:06:31,402,13,0
C0788,P0158,2026-04-05 08:32:20,363,8,1
C0589,P0151,2026-01-25 13:46:59,450,14,0
C0801,P0018,2025-06-20 13:25:01,77,1,1
C1952,P0189,2025-09-20 11:25:08,21,3,1
C0731,P0070,2025-07-26 00:17:42,550,4,0
C0921,P0196,2025-11-12 23:50:18,206,8,0
C1877,P0011,2026-03-08 05:30:59,404,10,0
C0445,P0127,2026-03-04 13:27:42,596,7,0
C1296,P0016,2026-02-22 00:34:10,428,14,1
C0524,P0035,2026-02-03 18:18:47,25,2,1
C1963,P0017,2026-05-17 13:11:31,292,9,0
C1158,P0027,2025-11-27 00:51:53,408,9,0
C1090,P0137,2026-05-16 21:39:18,441,13,0
C0934,P0003,2026-02-12 16:13:36,107,1,0
C1591,P0001,2026-03-20 22:26:08,105,6,0
C0813,P0175,2025-12-11 18:18:11,467,13,0
C1050,P0121,2025-09-11 19:07:37,510,6,0
C1735,P0046,2026-01-25 15:18:45,547,8,0
C1339,P0029,2025-08-02 22:48:14,277,14,0
C0232,P0164,2025-08-08 07:57:39,446,8,0
C1133,P0191,2025-07-28 01:09:28,506,11,0
C0025,P0187,2025-11-14 16:17:08,292,4,0
C0338,P0110,2025-12-31 05:53:17,41,10,0
C0137,P0064,2026-06-06 03:14:05,186,10,0
C0086,P0158,2025-12-08 16:14:21,57,12,0
C0867,P0191,2025-07-13 06:34:55,437,7,0
C0100,P0087,2025-09-07 17:18:44,407,12,1
C1551,P0159,2026-01-01 20:36:51,467,13,1
C1650,P0107,2025-07-13 20:22:46,368,2,0
C0084,P0015,2025-12-24 23:53:41,248,4,0
C0214,P0050,2025-08-05 17:14:43,170,7,0
C0059,P0090,2026-03-13 20:56:45,508,2,1
C0123,P0136,2026-03-23 15:27:20,417,11,0
C1253,P0018,2026-01-22 09:56:08,443,14,0
C0562,P0142,2026-01-02 11:53:14,122,10,0
C0905,P0139,2026-03-07 10:53:18,464,3,0
C1717,P0167,2025-12-31 03:02:32,82,8,0
C1436,P0075,2026-01-10 09:31:14,299,9,0
C0021,P0138,2025-10-19 21:56:25,175,3,0
C0560,P0086,2025-07-29 12:20:38,153,12,0
C0372,P0050,2026-02-08 09:22:39,155,13,0
C1093,P0004,2026-06-07 05:08:42,525,9,0
C0371,P0163,2025-08-10 15:24:00,105,5,1
C1978,P0146,2026-01-06 18:30:57,247,1,0
C0512,P0081,2025-09-20 16:46:26,559,2,0
C1542,P0067,2025-09-04 10:31:09,400,4,0
C1036,P0066,2025-06-24 18:20:35,403,7,0
C0925,P0081,2026-01-03 18:27:00,484,7,0
C0222,P0156,2025-11-19 16:45:58,432,14,1
C0977,P0160,2026-05-14 17:38:28,330,3,1
C1368,P0006,2025-12-13 10:52:59,287,2,0
C0856,P0120,2025-08-28 03:01:29,284,6,0
C1314,P0168,2025-06-29 13:10:35,51,11,0
C1238,P0024,2025-10-16 03:42:58,325,2,0
C0556,P0076,2025-11-21 13:47:59,317,11,1
C0668,P0124,2025-06-16 11:06:59,474,10,0
C0675,P0116,2025-10-30 12:17:20,46,12,1
C0379,P0024,2026-04-05 15:22:36,122,13,0
C0309,P0200,2025-08-13 07:31:29,479,4,0
C0261,P0049,2025-08-22 07:07:28,358,14,0
C0328,P0103,2025-09-27 16:21:12,67,10,0
C1465,P0037,2025-11-13 20:04:01,11,8,0
C1116,P0167,2025-07-21 09:28:16,194,7,0
C0476,P0053,2025-11-05 01:03:28,490,4,0
C1514,P0108,2026-02-17 20:45:06,116,9,0
C1031,P0156,2025-08-09 02:05:57,201,3,0
C0876,P0111,2025-12-05 19:32:41,254,4,0
C1619,P0124,2025-08-15 04:49:54,475,7,0
C0919,P0189,2025-07-29 00:20:52,459,14,0
C1314,P0106,2026-01-16 19:14:52,407,10,0
C0521,P0048,2025-07-22 10:22:08,119,2,0
C1065,P0048,2026-01-21 06:37:47,177,10,1
C0793,P0116,2025-06-10 05:39:51,594,12,0
C0793,P0147,2026-01-08 06:54:22,43,7,0
C0335,P0080,2025-12-03 15:10:59,543,8,1
C1098,P0191,2025-12-24 19:57:50,328,3,0
C1171,P0028,2026-02-14 04:50:46,217,11,0
C1742,P0161,2025-10-06 04:40:13,398,3,0
C1822,P0022,2026-04-16 01:16:02,109,2,0
C1483,P0176,2025-12-19 08:22:58,225,11,0
C1246,P0002,2026-04-20 06:28:30,371,2,0
C1373,P0183,2025-09-01 15:43:47,448,1,1
