transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,returned
T02715,C0128,P0104,2025-08-19 13:01:54,3,108.41,325.23,Mobile Money,0
T02716,C1778,P0008,2025-06-17 15:59:45,1,8.5,8.5,Card,0
T02717,C1043,P0171,2025-12-11 16:28:56,1,275.23,275.23,Mobile Money,0
T02718,C1253,P0140,2026-03-09 00:35:17,3,254.05,762.15,Card,0
T02719,C1305,P0112,2026-01-23 13:25:59,2,445.55,891.1,Cash on Delivery,1
T02720,C0048,P0045,2026-05-06 17:56:50,2,148.43,296.86,Cash on Delivery,1
T02721,C0812,P0050,2025-11-08 21:31:14,1,117.83,117.83,Cash on Delivery,0
T02722,C0103,P0059,2025-06-12 13:33:42,1,253.83,253.83,Cash on Delivery,1
T02723,C0786,P0078,2026-05-29 18:08:35,4,143.04,572.16,Card,1
T02724,C1140,P0183,2025-07-16 13:57:22,1,287.88,287.88,Mobile Money,0
T02725,C0399,P0106,2025-10-06 21:01:45,3,164.66,493.98,Card,0
T02726,C1700,P0189,2026-04-22 22:30:35,3,446.12,1338.36,Card,0
T02727,C0318,P0143,2025-12-15 01:48:37,1,320.02,320.02,Cash on Delivery,0
T02728,C1274,P0048,2026-05-28 16:56:35,2,446.82,893.64,Card,0
T02729,C0497,P0143,2026-02-23 07:20:08,3,320.02,960.06,Mobile Money,0
T02730,C0818,P0087,2025-09-05 00:12:33,3,374.51,1123.53,Cash on Delivery,0
T02731,C0240,P0060,2025-10-21 08:50:51,3,175.81,527.43,Cash on Delivery,0
T02732,C0797,P0059,2026-02-27 09:05:52,3,253.83,761.49,Card,0
T02733,C0073,P0040,2026-03-30 02:16:59,3,59.89,179.67,Mobile Money,0
T02734,C1761,P0011,2026-01-18 13:58:37,1,393.66,393.66,Card,0
T02735,C0231,P0062,2025-08-23 03:03:12,3,278.68,836.04,Cash on Delivery,0
T02736,C1081,P0136,2025-07-07 09:13:03,3,248.35,745.05,Card,1
T02737,C0915,P0132,2026-03-17 11:28:24,4,181.21,724.84,Card,0
T02738,C1329,P0024,2025-11-03 18:36:19,1,262.81,262.81,Mobile Money,1
T02739,C0266,P0174,2026-05-27 06:23:49,4,351.98,1407.92,Cash on Delivery,1
T02740,C1676,P0078,2026-04-04 09:35:30,3,143.04,429.12,Cash on Delivery,1
T02741,C0475,P0086,2025-12-11 19:25:17,1,13.95,13.95,Cash on Delivery,0
T02742,C0971,P0176,2025-09-21 04:25:01,1,46.99,46.99,Card,0
T02743,C1485,P0164,2025-09-30 09:00:21,4,163.06,652.24,Card,0
T02744,C1544,P0096,2026-01-08 11:02:56,2,497.3,994.6,Card,1
T02745,C1195,P0135,2025-08-19 19:33:55,3,91.79,275.37,Cash on Delivery,1
T02746,C1366,P0058,2025-10-31 20:51:37,1,498.88,498.88,Mobile Money,1
T02747,C0084,P0174,2025-09-19 00:50:50,2,351.98,703.96,Card,0
T02748,C1558,P0117,2025-07-09 01:36:18,4,155.12,620.48,Cash on Delivery,0
T02749,C0901,P0149,2026-04-04 23:51:42,3,311.04,933.12,Mobile Money,0
T02750,C0456,P0102,2026-05-15 21:36:16,1,189.48,189.48,Cash on Delivery,0
T02751,C0791,P0147,2025-09-29 00:45:43,1,107.31,107.31,Card,0
T02752,C0266,P0083,2025-09-20 03:53:45,2,333.43,666.86,Mobile Money,0
T02753,C0895,P0031,2026-03-11 21:37:27,1,365.86,365.86,Cash on Delivery,1
T02754,C1959,P0150,2026-04-04 02:04:19,1,162.89,162.89,Cash on Delivery,0
T02755,C1195,P0138,2026-03-22 17:25:03,3,309.85,929.55,Cash on Delivery,0
T02756,C1502,P0099,2026-03-16 01:56:53,1,483.49,483.49,Cash on Delivery,0
T02757,C0111,P0164,2026-01-24 04:42:39,3,163.06,489.18,Mobile Money,0
T02758,C0373,P0068,2026-05-16 04:56:57,3,166.35,499.05,Cash on Delivery,0
T02759,C1711,P0196,2026-04-05 08:03:53,2,57.84,115.68,Card,0
T02760,C0924,P0006,2026-06-04 23:30:15,3,469.58,1408.74,Mobile Money,1
T02761,C1605,P0030,2026-02-06 23:45:12,3,11.97,35.91,Card,0
T02762,C0035,P0108,2026-03-08 07:10:20,3,151.77,455.31,Mobile Money,0
T02763,C0655,P0103,2025-07-16 02:36:08,4,349.53,1398.12,Mobile Money,0
T02764,C0285,P0160,2026-02-24 01:41:29,4,56.05,224.2,Card,0
T02765,C1754,P0191,2025-08-24 07:51:01,2,484.8,969.6,Mobile Money,1
T02766,C1820,P0027,2026-04-13 04:58:33,3,273.63,820.89,Card,0
T02767,C1592,P0133,2026-03-09 13:22:03,1,174.23,174.23,Cash on Delivery,0
T02768,C0848,P0112,2025-06-08 14:16:08,2,445.55,891.1,Card,0
T02769,C1229,P0105,2025-10-15 01:59:01,2,74.34,148.68,Card,1
T02770,C0586,P0043,2025-10-25 22:28:39,1,128.4,128.4,Mobile Money,1
T02771,C0134,P0157,2025-07-22 08:26:34,2,128.76,257.52,Mobile Money,0
T02772,C1156,P0089,2026-02-28 06:08:36,4,51.37,205.48,Cash on Delivery,0
T02773,C0929,P0034,2026-02-22 13:47:19,3,52.23,156.69,Cash on Delivery,1
T02774,C0866,P0132,2026-04-18 00:15:13,4,181.21,724.84,Card,0
T02775,C0962,P0031,2026-03-20 20:05:36,4,365.86,1463.44,Cash on Delivery,0
T02776,C1282,P0186,2025-06-15 06:27:05,4,241.47,965.88,Cash on Delivery,0
T02777,C1149,P0036,2025-06-11 06:13:49,2,140.99,281.98,Cash on Delivery,0
T02778,C0871,P0188,2026-01-22 07:34:12,3,489.06,1467.18,Mobile Money,0
T02779,C1516,P0175,2025-07-27 01:07:45,4,446.49,1785.96,Cash on Delivery,0
T02780,C0080,P0101,2025-07-12 04:52:09,2,426.31,852.62,Card,0
T02781,C0915,P0107,2025-09-13 11:20:21,4,352.73,1410.92,Mobile Money,0
T02782,C1368,P0049,2025-06-16 07:55:03,2,181.37,362.74,Cash on Delivery,0
T02783,C1671,P0058,2025-08-17 07:44:10,3,498.88,1496.64,Card,0
T02784,C1358,P0094,2025-07-17 14:18:39,1,118.94,118.94,Mobile Money,0
T02785,C0236,P0122,2025-11-29 09:39:13,4,488.05,1952.2,Mobile Money,1
T02786,C0821,P0143,2026-03-13 22:37:55,4,320.02,1280.08,Cash on Delivery,0
T02787,C0585,P0023,2025-09-10 23:42:55,1,461.33,461.33,Card,0
T02788,C0606,P0088,2026-04-13 05:33:15,3,361.87,1085.61,Mobile Money,1
T02789,C0778,P0193,2025-10-20 09:32:35,4,315.64,1262.56,Cash on Delivery,0
T02790,C1967,P0102,2025-10-19 17:04:20,2,189.48,378.96,Mobile Money,0
T02791,C0525,P0143,2025-12-18 07:14:46,1,320.02,320.02,Mobile Money,0
T02792,C0393,P0151,2026-04-06 03:02:40,1,173.61,173.61,Mobile Money,1
T02793,C1353,P0131,2026-02-23 08:13:57,2,366.37,732.74,Cash on Delivery,0
T02794,C0153,P0116,2025-07-14 17:13:42,3,20.1,60.3,Card,0
T02795,C0984,P0125,2025-11-26 00:20:00,3,96.25,288.75,Cash on Delivery,0
T02796,C0857,P0071,2025-09-15 20:18:47,4,196.43,785.72,Cash on Delivery,0
T02797,C1974,P0020,2025-08-16 22:46:35,1,107.93,107.93,Cash on Delivery,0
T02798,C0444,P0090,2025-12-30 13:13:14,3,128.98,386.94,Cash on Delivery,0
T02799,C0899,P0165,2026-04-05 16:22:42,4,243.85,975.4,Mobile Money,1
T02800,C1884,P0107,2025-09-09 04:56:33,1,352.73,352.73,Card,0
T02801,C1528,P0147,2026-01-05 05:51:10,1,107.31,107.31,Cash on Delivery,0
T02802,C1464,P0174,2025-07-07 14:36:58,4,351.98,1407.92,Card,0
T02803,C1311,P0198,2026-02-16 12:38:29,1,118.55,118.55,Mobile Money,1
T02804,C1264,P0053,2025-10-09 19:20:00,1,347.76,347.76,Mobile Money,0
T02805,C0700,P0034,2026-04-13 08:43:08,3,52.23,156.69,Card,0
T02806,C0518,P0139,2025-08-23 08:27:09,4,134.14,536.56,Card,0
T02807,C0561,P0027,2025-11-14 04:41:00,3,273.63,820.89,Cash on Delivery,0
T02808,C0060,P0096,2025-10-03 20:53:32,4,497.3,1989.2,Card,0
T02809,C0303,P0033,2025-08-08 23:00:33,1,432.24,432.24,Card,0
T02810,C1399,P0172,2026-03-12 00:44:22,3,75.78,227.34,Mobile Money,1
T02811,C1046,P0027,2025-09-28 09:57:27,2,273.63,547.26,Card,0
T02812,C1513,P0047,2025-10-15 17:52:21,1,230.98,230.98,Mobile Money,1
T02813,C0258,P0176,2026-01-25 21:03:47,2,46.99,93.98,Cash on Delivery,0
T02814,C1051,P0143,2025-10-09 01:13:22,3,320.02,960.06,Card,1
T02815,C1421,P0199,2025-07-18 10:17:24,3,487.33,1461.99,Cash on Delivery,0
T02816,C0587,P0183,2025-07-17 12:57:37,1,287.88,287.88,Mobile Money,1
T02817,C1145,P0187,2025-08-14 23:18:43,2,115.68,231.36,Mobile Money,1
T02818,C1701,P0033,2025-11-08 23:29:50,2,432.24,864.48,Cash on Delivery,1
T02819,C0673,P0126,2025-09-04 09:45:04,4,349.51,1398.04,Card,1
T02820,C0327,P0135,2026-03-10 22:38:37,2,91.79,183.58,Card,0
T02821,C0630,P0135,2026-05-05 01:01:30,1,91.79,91.79,Card,0
T02822,C0084,P0055,2025-12-28 07:11:43,3,281.26,843.78,Mobile Money,0
T02823,C1195,P0146,2025-09-07 22:36:27,1,196.12,196.12,Card,1
T02824,C1333,P0078,2025-10-05 14:05:02,4,143.04,572.16,Mobile Money,1
T02825,C1905,P0014,2025-08-24 08:00:36,1,11.57,11.57,Cash on Delivery,0
T02826,C1326,P0057,2025-08-10 09:32:59,3,251.14,753.42,Mobile Money,0
T02827,C0408,P0154,2025-08-04 20:00:54,3,402.72,1208.16,Cash on Delivery,0
T02828,C0614,P0133,2026-06-05 12:09:31,2,174.23,348.46,Card,0
T02829,C0640,P0106,2026-02-28 07:46:27,3,164.66,493.98,Card,0
T02830,C0262,P0032,2026-02-18 13:57:21,4,463.52,1854.08,Card,1
T02831,C1268,P0074,2025-11-16 12:33:17,2,118.13,236.26,Cash on Delivery,0
T02832,C1821,P0195,2026-03-04 15:18:48,3,475.45,1426.35,Mobile Money,1
T02833,C1873,P0034,2025-06-29 10:05:01,3,52.23,156.69,Cash on Delivery,0
T02834,C0085,P0077,2025-09-18 04:25:34,2,450.71,901.42,Card,0
T02835,C0045,P0159,2025-10-02 19:43:50,1,341.52,341.52,Card,0
T02836,C0465,P0047,2025-12-18 14:33:52,1,230.98,230.98,Card,0
T02837,C0329,P0200,2025-12-12 22:37:58,1,270.37,270.37,Cash on Delivery,0
T02838,C1908,P0168,2025-07-07 21:09:12,4,396.83,1587.32,Card,0
T02839,C0583,P0030,2025-12-28 12:26:46,2,11.97,23.94,Card,0
T02840,C1925,P0145,2026-01-13 20:05:21,3,406.55,1219.65,Card,0
T02841,C0385,P0104,2026-01-30 16:30:06,2,108.41,216.82,Mobile Money,1
T02842,C0365,P0031,2026-04-04 13:55:58,3,365.86,1097.58,Cash on Delivery,0
T02843,C0504,P0072,2025-09-01 03:25:04,4,339.47,1357.88,Mobile Money,0
T02844,C1511,P0158,2025-10-10 08:00:57,3,465.72,1397.16,Cash on Delivery,0
T02845,C1272,P0085,2025-07-03 00:01:32,3,327.72,983.16,Card,0
T02846,C0283,P0056,2025-09-18 01:30:29,4,486.03,1944.12,Mobile Money,0
T02847,C1088,P0002,2026-04-13 14:46:53,2,390.95,781.9,Mobile Money,0
T02848,C0324,P0005,2025-12-28 13:25:00,3,15.19,45.57,Mobile Money,0
T02849,C0341,P0141,2025-10-11 23:26:24,1,343.56,343.56,Cash on Delivery,0
T02850,C0946,P0023,2025-10-29 03:14:04,1,461.33,461.33,Mobile Money,0
T02851,C0462,P0124,2025-06-18 03:13:32,3,222.29,666.87,Cash on Delivery,0
T02852,C0733,P0037,2026-05-16 21:03:07,2,64.2,128.4,Card,0
T02853,C1527,P0151,2026-05-09 22:47:48,2,173.61,347.22,Mobile Money,0
T02854,C1479,P0192,2026-02-15 11:27:57,3,112.32,336.96,Cash on Delivery,0
T02855,C1010,P0117,2026-03-01 22:28:17,1,155.12,155.12,Mobile Money,0
T02856,C0120,P0132,2026-02-17 07:08:04,2,181.21,362.42,Mobile Money,0
T02857,C1441,P0124,2025-11-21 07:54:08,3,222.29,666.87,Cash on Delivery,0
T02858,C1324,P0160,2025-06-16 16:13:38,1,56.05,56.05,Cash on Delivery,0
T02859,C0293,P0109,2025-10-16 02:52:59,2,434.2,868.4,Cash on Delivery,0
T02860,C0187,P0067,2026-04-13 16:27:28,4,97.33,389.32,Cash on Delivery,1
T02861,C0256,P0036,2026-05-16 22:47:01,1,140.99,140.99,Cash on Delivery,1
T02862,C1032,P0179,2025-07-16 04:44:24,3,178.36,535.08,Cash on Delivery,0
T02863,C0041,P0178,2025-12-24 06:18:41,2,473.89,947.78,Cash on Delivery,1
T02864,C0113,P0101,2025-08-27 04:07:36,1,426.31,426.31,Cash on Delivery,0
T02865,C1190,P0109,2025-07-26 14:59:19,4,434.2,1736.8,Mobile Money,0
T02866,C0719,P0086,2026-03-08 03:03:44,2,13.95,27.9,Cash on Delivery,0
T02867,C1220,P0055,2026-03-29 11:06:30,2,281.26,562.52,Card,0
T02868,C0064,P0146,2025-08-26 03:31:07,1,196.12,196.12,Card,0
T02869,C1449,P0140,2026-02-12 20:01:49,2,254.05,508.1,Mobile Money,0
T02870,C1980,P0042,2025-09-17 14:19:59,1,283.82,283.82,Cash on Delivery,0
T02871,C0467,P0050,2025-11-29 17:24:55,1,117.83,117.83,Card,0
T02872,C1991,P0164,2026-03-24 10:25:44,4,163.06,652.24,Cash on Delivery,0
T02873,C1177,P0073,2026-01-25 17:09:19,4,462.72,1850.88,Mobile Money,0
T02874,C1288,P0135,2025-11-10 02:04:05,2,91.79,183.58,Mobile Money,1
T02875,C1548,P0110,2025-10-06 15:51:29,3,253.25,759.75,Mobile Money,1
T02876,C0194,P0127,2025-06-16 06:08:43,1,458.03,458.03,Cash on Delivery,1
T02877,C1070,P0140,2026-03-12 04:19:15,3,254.05,762.15,Cash on Delivery,0
T02878,C0954,P0135,2026-05-19 09:17:14,1,91.79,91.79,Cash on Delivery,1
T02879,C0949,P0058,2026-02-26 11:12:04,1,498.88,498.88,Mobile Money,1
T02880,C0049,P0100,2026-05-28 10:38:00,1,42.3,42.3,Cash on Delivery,0
T02881,C0607,P0035,2026-03-10 16:53:42,2,165.97,331.94,Mobile Money,1
T02882,C1475,P0145,2025-08-19 21:58:42,4,406.55,1626.2,Mobile Money,1
T02883,C0674,P0123,2025-06-22 08:46:18,2,25.33,50.66,Mobile Money,0
T02884,C1405,P0004,2026-01-23 09:05:46,4,170.19,680.76,Mobile Money,0
T02885,C0203,P0029,2025-09-29 02:45:36,2,387.26,774.52,Cash on Delivery,0
T02886,C0571,P0174,2026-02-06 12:12:38,1,351.98,351.98,Mobile Money,0
T02887,C1346,P0189,2026-04-22 19:23:55,4,446.12,1784.48,Card,0
T02888,C1366,P0162,2025-09-04 09:13:14,3,448.28,1344.84,Cash on Delivery,0
T02889,C0532,P0133,2025-11-24 16:39:51,1,174.23,174.23,Cash on Delivery,1
T02890,C1553,P0149,2025-12-15 13:56:52,3,311.04,933.12,Cash on Delivery,0
T02891,C1618,P0012,2026-01-19 17:46:05,4,491.7,1966.8,Card,0
T02892,C1980,P0067,2026-04-02 12:11:32,1,97.33,97.33,Mobile Money,0
T02893,C0206,P0053,2026-04-11 19:27:23,4,347.76,1391.04,Cash on Delivery,0
T02894,C0915,P0176,2025-09-30 20:48:05,2,46.99,93.98,Cash on Delivery,0
T02895,C1002,P0145,2025-11-23 17:47:22,2,406.55,813.1,Mobile Money,0
T02896,C1827,P0068,2026-06-04 21:36:34,2,166.35,332.7,Card,0
T02897,C1933,P0088,2025-09-27 02:40:46,1,361.87,361.87,Card,0
T02898,C0703,P0161,2026-02-05 06:48:43,3,250.8,752.4,Cash on Delivery,0
T02899,C1899,P0015,2025-06-13 02:22:32,3,405.16,1215.48,Card,1
T02900,C0569,P0156,2025-11-16 02:43:57,2,495.3,990.6,Cash on Delivery,1
T02901,C0775,P0199,2025-06-16 07:03:23,1,487.33,487.33,Mobile Money,0
T02902,C1405,P0133,2026-01-05 13:27:30,2,174.23,348.46,Mobile Money,0
T02903,C1148,P0119,2026-04-07 17:31:26,4,482.8,1931.2,Card,0
T02904,C0982,P0057,2025-07-04 19:09:19,4,251.14,1004.56,Cash on Delivery,0
T02905,C1518,P0168,2026-04-06 14:40:27,4,396.83,1587.32,Card,1
T02906,C1199,P0036,2025-09-09 11:49:51,4,140.99,563.96,Cash on Delivery,0
T02907,C1960,P0199,2025-12-20 14:35:30,4,487.33,1949.32,Mobile Money,0
T02908,C1244,P0059,2025-08-20 16:18:14,3,253.83,761.49,Cash on Delivery,0
T02909,C1801,P0123,2025-08-31 03:15:37,2,25.33,50.66,Mobile Money,0
T02910,C0122,P0134,2026-03-22 20:17:40,3,25.16,75.48,Card,0
T02911,C1022,P0065,2025-07-09 20:12:00,3,318.6,955.8,Card,1
T02912,C1516,P0165,2025-07-12 06:22:34,3,243.85,731.55,Cash on Delivery,1
T02913,C1673,P0087,2025-11-19 19:27:45,1,374.51,374.51,Mobile Money,0
T02914,C1372,P0053,2025-10-26 01:09:44,1,347.76,347.76,Mobile Money,1
T02915,C1946,P0051,2025-10-22 18:36:01,3,179.52,538.56,Cash on Delivery,0
T02916,C0250,P0144,2026-03-30 22:58:56,4,197.14,788.56,Card,0
T02917,C0183,P0179,2026-05-20 21:41:57,3,178.36,535.08,Mobile Money,0
T02918,C1401,P0164,2025-08-22 02:11:07,2,163.06,326.12,Mobile Money,0
T02919,C0597,P0193,2025-11-02 06:29:49,1,315.64,315.64,Cash on Delivery,1
T02920,C1061,P0173,2025-10-16 17:45:31,1,434.1,434.1,Cash on Delivery,0
T02921,C1730,P0087,2025-12-01 04:06:19,1,374.51,374.51,Mobile Money,0
T02922,C1436,P0063,2025-11-12 10:41:00,3,382.0,1146.0,Mobile Money,0
T02923,C0617,P0100,2026-03-26 18:56:57,3,42.3,126.9,Mobile Money,0
T02924,C0729,P0197,2025-06-26 21:46:47,1,98.12,98.12,Mobile Money,0
T02925,C1511,P0008,2025-07-10 19:14:36,2,8.5,17.0,Card,0
T02926,C1466,P0049,2025-11-01 07:21:17,4,181.37,725.48,Mobile Money,0
T02927,C1839,P0123,2025-07-21 14:54:33,3,25.33,75.99,Mobile Money,0
T02928,C1965,P0025,2026-04-16 16:01:11,3,197.4,592.2,Mobile Money,0
T02929,C1248,P0114,2026-03-22 00:01:14,4,22.79,91.16,Cash on Delivery,0
T02930,C1826,P0099,2025-10-30 02:15:19,4,483.49,1933.96,Cash on Delivery,0
T02931,C1884,P0197,2025-12-12 08:38:12,1,98.12,98.12,Mobile Money,0
T02932,C0720,P0008,2025-09-10 20:59:25,3,8.5,25.5,Card,0
T02933,C1561,P0063,2025-11-07 22:09:21,2,382.0,764.0,Cash on Delivery,1
T02934,C1921,P0186,2025-12-02 10:20:36,4,241.47,965.88,Card,0
T02935,C1173,P0008,2025-06-11 12:08:20,4,8.5,34.0,Card,0
T02936,C1125,P0098,2025-06-27 01:51:03,4,476.77,1907.08,Mobile Money,0
T02937,C0925,P0111,2025-10-25 18:40:03,2,40.12,80.24,Mobile Money,0
T02938,C1927,P0158,2026-02-25 22:53:02,3,465.72,1397.16,Card,0
T02939,C1440,P0100,2026-05-09 18:47:34,3,42.3,126.9,Mobile Money,0
T02940,C1676,P0059,2026-01-08 01:27:55,2,253.83,507.66,Cash on Delivery,0
T02941,C1146,P0079,2026-03-07 21:41:03,2,449.07,898.14,Card,0
T02942,C1682,P0152,2026-05-01 20:50:45,1,63.49,63.49,Mobile Money,0
T02943,C0312,P0046,2026-02-27 22:53:16,1,314.06,314.06,Cash on Delivery,1
T02944,C1002,P0191,2026-04-08 08:03:50,3,484.8,1454.4,Mobile Money,0
T02945,C1832,P0105,2026-05-01 00:26:41,2,74.34,148.68,Card,0
T02946,C1377,P0182,2026-05-16 13:45:11,3,248.85,746.55,Cash on Delivery,0
T02947,C0799,P0052,2026-01-18 18:19:53,2,257.82,515.64,Card,0
T02948,C1753,P0162,2026-03-09 15:39:52,3,448.28,1344.84,Card,0
T02949,C0996,P0144,2025-10-28 01:26:45,2,197.14,394.28,Card,0
T02950,C1041,P0181,2026-06-08 01:06:56,3,128.12,384.36,Card,0
T02951,C1981,P0125,2025-10-20 03:30:57,4,96.25,385.0,Mobile Money,0
T02952,C0489,P0122,2026-02-25 08:10:20,3,488.05,1464.15,Cash on Delivery,0
T02953,C1708,P0180,2025-11-02 19:46:39,3,389.69,1169.07,Mobile Money,0
T02954,C1268,P0143,2025-11-22 22:57:14,1,320.02,320.02,Card,0
T02955,C1613,P0172,2026-02-04 13:11:24,1,75.78,75.78,Cash on Delivery,0
T02956,C0561,P0047,2025-08-07 10:19:49,3,230.98,692.94,Mobile Money,0
T02957,C0283,P0181,2025-07-28 02:23:39,4,128.12,512.48,Card,0
T02958,C0032,P0031,2026-02-27 04:13:48,4,365.86,1463.44,Card,0
T02959,C0381,P0158,2025-12-02 04:06:37,2,465.72,931.44,Cash on Delivery,0
T02960,C1552,P0063,2026-05-06 14:00:44,4,382.0,1528.0,Card,0
T02961,C1275,P0163,2025-10-15 21:40:39,2,479.48,958.96,Cash on Delivery,0
T02962,C0295,P0137,2025-08-10 05:39:15,2,235.01,470.02,Cash on Delivery,1
T02963,C0883,P0179,2026-01-01 03:12:50,1,178.36,178.36,Cash on Delivery,0
T02964,C1420,P0138,2026-04-19 02:23:46,4,309.85,1239.4,Card,0
T02965,C1923,P0072,2025-11-13 02:25:54,2,339.47,678.94,Cash on Delivery,0
T02966,C0907,P0083,2025-12-29 22:20:48,3,333.43,1000.29,Card,0
T02967,C1645,P0136,2025-11-08 08:43:58,2,248.35,496.7,Cash on Delivery,1
T02968,C1143,P0122,2025-07-15 22:27:44,3,488.05,1464.15,Mobile Money,0
T02969,C1868,P0138,2025-10-10 18:37:50,2,309.85,619.7,Cash on Delivery,0
T02970,C0523,P0167,2025-11-11 02:41:15,2,279.08,558.16,Cash on Delivery,0
T02971,C0574,P0138,2026-02-09 03:49:02,3,309.85,929.55,Card,0
T02972,C0644,P0071,2026-03-04 17:09:45,1,196.43,196.43,Card,1
T02973,C1928,P0061,2025-09-07 16:42:26,4,76.72,306.88,Cash on Delivery,0
T02974,C1548,P0102,2025-09-30 11:56:13,1,189.48,189.48,Mobile Money,0
T02975,C0438,P0035,2025-07-06 08:54:53,2,165.97,331.94,Mobile Money,0
T02976,C1764,P0051,2026-05-10 01:44:27,3,179.52,538.56,Card,0
T02977,C0527,P0111,2025-11-14 02:59:12,2,40.12,80.24,Mobile Money,0
T02978,C1575,P0177,2025-10-08 20:55:16,2,432.25,864.5,Cash on Delivery,0
T02979,C1989,P0026,2025-08-30 17:38:44,4,295.44,1181.76,Card,0
T02980,C1587,P0176,2026-05-27 15:01:02,1,46.99,46.99,Cash on Delivery,0
T02981,C1122,P0111,2025-12-08 21:12:48,4,40.12,160.48,Card,0
T02982,C0170,P0155,2026-01-16 16:17:12,3,214.62,643.86,Card,1
T02983,C0325,P0056,2026-05-31 01:27:12,1,486.03,486.03,Mobile Money,0
T02984,C0260,P0146,2026-03-06 14:41:58,1,196.12,196.12,Cash on Delivery,0
T02985,C0340,P0129,2025-07-15 12:18:00,2,467.63,935.26,Mobile Money,0
T02986,C0532,P0070,2026-02-09 02:44:31,4,52.61,210.44,Mobile Money,0
T02987,C1562,P0174,2025-10-23 09:44:40,3,351.98,1055.94,Cash on Delivery,1
T02988,C0594,P0160,2026-02-17 10:16:20,2,56.05,112.1,Cash on Delivery,0
T02989,C0714,P0105,2025-10-29 22:27:04,4,74.34,297.36,Cash on Delivery,0
T02990,C1397,P0088,2025-10-12 17:10:46,4,361.87,1447.48,Mobile Money,1
T02991,C0046,P0179,2025-08-30 14:46:43,2,178.36,356.72,Mobile Money,0
T02992,C1102,P0136,2026-02-28 13:27:50,3,248.35,745.05,Mobile Money,0
T02993,C1296,P0159,2025-09-16 13:47:32,4,341.52,1366.08,Cash on Delivery,0
T02994,C0111,P0148,2026-04-02 05:57:43,2,54.89,109.78,Mobile Money,0
T02995,C0501,P0015,2025-11-15 09:00:02,2,405.16,810.32,Card,1
T02996,C1864,P0076,2026-01-31 03:56:38,2,498.15,996.3,Cash on Delivery,0
T02997,C1221,P0019,2025-11-21 06:34:47,2,332.95,665.9,Cash on Delivery,0
T02998,C1087,P0120,2026-06-06 17:18:42,3,30.58,91.74,Mobile Money,0
T02999,C1568,P0105,2026-01-27 17:22:51,1,74.34,74.34,Mobile Money,0
T03000,C0194,P0110,2026-02-17 00:41:21,1,253.25,253.25,Card,0
T03001,C1675,P0007,2025-11-07 20:19:01,4,95.79,383.16,Mobile Money,0
T03002,C1964,P0087,2026-05-20 08:18:35,3,374.51,1123.53,Cash on Delivery,0
T03003,C0568,P0045,2025-08-25 09:41:24,4,148.43,593.72,Mobile Money,0
T03004,C0149,P0160,2026-04-30 20:17:35,4,56.05,224.2,Mobile Money,0
T03005,C1485,P0031,2025-12-23 02:09:35,1,365.86,365.86,Card,0
T03006,C1860,P0139,2025-07-30 03:51:42,1,134.14,134.14,Card,0
T03007,C0699,P0036,2025-12-26 16:38:02,3,140.99,422.97,Card,0
T03008,C0307,P0067,2026-03-29 14:15:31,4,97.33,389.32,Cash on Delivery,0
T03009,C0898,P0157,2026-02-20 05:19:51,1,128.76,128.76,Mobile Money,1
T03010,C1334,P0006,2026-02-09 00:15:31,3,469.58,1408.74,Cash on Delivery,0
T03011,C0657,P0088,2026-04-12 12:38:05,4,361.87,1447.48,Cash on Delivery,1
T03012,C1850,P0005,2025-10-14 13:02:56,2,15.19,30.38,Cash on Delivery,0
T03013,C1386,P0012,2026-02-23 12:26:27,1,491.7,491.7,Mobile Money,0
T03014,C0660,P0188,2025-10-10 10:03:47,1,489.06,489.06,Mobile Money,0
T03015,C1336,P0200,2025-10-25 10:21:21,1,270.37,270.37,Card,0
T03016,C0566,P0070,2025-11-06 09:47:01,4,52.61,210.44,Cash on Delivery,0
T03017,C0351,P0139,2025-07-31 06:49:00,3,134.14,402.42,Mobile Money,0
T03018,C1899,P0028,2025-07-23 02:58:50,3,86.81,260.43,Card,0
T03019,C0380,P0120,2025-06-25 21:38:39,1,30.58,30.58,Cash on Delivery,1
T03020,C1311,P0090,2025-08-17 11:51:53,4,128.98,515.92,Mobile Money,0
T03021,C1766,P0028,2025-10-28 09:46:51,3,86.81,260.43,Card,0
T03022,C0227,P0137,2026-01-23 03:09:52,3,235.01,705.03,Mobile Money,0
T03023,C1356,P0171,2025-10-22 05:03:08,3,275.23,825.69,Cash on Delivery,1
T03024,C0619,P0117,2025-10-03 18:50:59,1,155.12,155.12,Card,0
T03025,C0866,P0122,2025-06-26 20:52:53,2,488.05,976.1,Cash on Delivery,0
T03026,C0696,P0033,2025-07-30 08:22:14,3,432.24,1296.72,Card,0
T03027,C1422,P0120,2025-08-10 04:17:51,2,30.58,61.16,Mobile Money,0
T03028,C1349,P0013,2025-06-17 23:14:33,4,305.73,1222.92,Cash on Delivery,0
T03029,C1879,P0034,2026-02-15 17:53:51,3,52.23,156.69,Card,0
T03030,C0049,P0019,2025-08-04 23:19:55,2,332.95,665.9,Cash on Delivery,0
T03031,C0180,P0171,2025-08-02 03:51:06,4,275.23,1100.92,Mobile Money,1
T03032,C0738,P0114,2026-03-23 19:48:40,4,22.79,91.16,Cash on Delivery,0
T03033,C0590,P0177,2025-07-21 23:31:27,3,432.25,1296.75,Mobile Money,1
