customer_id,age,gender,region,signup_date,preferred_device,loyalty_tier
C0427,21.0,Female,Cape Coast,2023-06-28,Desktop,Bronze
C0428,39.0,Female,Kumasi,2024-06-09,Tablet,Gold
C0429,19.0,Male,Takoradi,2023-10-15,Tablet,Bronze
C0430,27.0,Male,Cape Coast,2025-08-20,Tablet,Silver
C0431,22.0,Male,Cape Coast,2025-06-24,Tablet,Gold
C0432,27.0,Male,Accra,2024-06-12,Mobile,Bronze
C0433,50.0,Female,Kumasi,2025-06-10,Tablet,Platinum
C0434,55.0,Male,Tamale,2025-12-08,Tablet,Gold
C0435,30.0,Female,Tamale,2025-12-17,Mobile,Platinum
C0436,48.0,Female,Tamale,2025-01-11,Mobile,Bronze
C0437,64.0,Male,Tamale,2025-11-30,Desktop,Platinum
C0438,53.0,Female,Kumasi,2023-12-30,Desktop,Silver
C0439,62.0,Female,Takoradi,2024-12-15,Tablet,Gold
C0440,41.0,Female,Kumasi,2024-12-28,Desktop,Bronze
C0441,69.0,Female,Kumasi,2024-12-04,Desktop,Bronze
C0442,32.0,Female,Tamale,2026-01-22,,Silver
C0443,46.0,Male,Accra,2024-10-11,Desktop,Platinum
C0444,25.0,Female,Kumasi,2024-02-16,Mobile,Gold
C0445,22.0,Female,Kumasi,2024-05-11,Mobile,Platinum
C0446,46.0,Female,Tamale,2024-05-28,Desktop,Platinum
C0447,64.0,Male,Accra,2024-05-13,Desktop,Platinum
C0448,21.0,Male,Kumasi,2024-07-19,Tablet,Gold
C0449,29.0,Male,Accra,2024-06-16,Desktop,Platinum
C0450,62.0,Female,Takoradi,2023-09-12,Tablet,Bronze
C0451,19.0,Male,Tamale,2025-09-06,Mobile,Gold
C0452,44.0,Female,Tamale,2023-09-16,Desktop,Bronze
C0453,,Female,Accra,2025-01-16,Tablet,Silver
C0454,68.0,Female,Cape Coast,2024-08-30,Desktop,Bronze
C0455,68.0,Female,Cape Coast,2023-08-03,Desktop,Gold
C0456,53.0,Male,Kumasi,2025-11-22,Mobile,Platinum
C0457,53.0,Female,Takoradi,2023-07-06,Tablet,Gold
C0458,43.0,Male,Kumasi,2024-11-22,Tablet,Platinum
C0459,60.0,Male,Accra,2025-09-02,Mobile,Silver
C0460,44.0,Female,Tamale,2025-02-28,Tablet,Platinum
C0461,22.0,Male,Cape Coast,2026-06-06,Tablet,Silver
C0462,37.0,Female,Cape Coast,2024-07-12,Desktop,Silver
C0463,28.0,Female,Cape Coast,2025-03-12,Tablet,Gold
C0464,27.0,Female,Cape Coast,2024-10-22,Tablet,Platinum
C0465,,Female,Tamale,2026-04-28,Mobile,Gold
C0466,55.0,Female,Accra,2023-10-11,Desktop,Gold
C0467,23.0,Male,Cape Coast,2023-08-24,Desktop,Gold
C0468,,Male,Accra,2024-09-24,Tablet,Platinum
C0469,40.0,Male,Cape Coast,2025-03-11,Tablet,Platinum
C0470,64.0,Male,Kumasi,2025-10-10,Mobile,Bronze
C0471,43.0,Male,Accra,2023-11-23,Desktop,Gold
C0472,63.0,Female,Kumasi,2024-10-31,Desktop,Silver
C0473,60.0,Female,Cape Coast,2023-09-16,Tablet,Platinum
C0474,29.0,Male,Kumasi,2026-01-23,Tablet,Silver
C0475,43.0,Female,Tamale,2024-07-15,Tablet,Platinum
C0476,30.0,Female,Kumasi,2025-05-23,Desktop,Gold
C0477,57.0,Female,Takoradi,2025-02-27,Tablet,Platinum
C0478,35.0,Male,Kumasi,2025-03-19,Desktop,Gold
C0479,42.0,Male,Takoradi,2024-12-16,Desktop,Silver
C0480,50.0,Female,Takoradi,2025-01-01,Desktop,Gold
C0481,64.0,Female,Takoradi,2026-04-23,Mobile,Platinum
C0482,57.0,Female,Takoradi,2023-12-14,Mobile,Gold
C0483,60.0,Male,Takoradi,2025-03-18,Tablet,Bronze
C0484,29.0,Female,Tamale,2025-07-13,Tablet,Gold
C0485,61.0,Female,Kumasi,2024-12-28,Mobile,Gold
C0486,53.0,Female,Kumasi,2024-05-22,Mobile,Silver
C0487,65.0,Male,Accra,2025-04-09,Tablet,Silver
C0488,21.0,Male,Accra,2026-02-13,Mobile,Platinum
C0489,22.0,Female,Tamale,2023-07-21,Mobile,Silver
C0490,54.0,Male,Cape Coast,2026-02-26,Mobile,Platinum
C0491,25.0,Female,Tamale,2024-06-10,Tablet,Silver
C0492,,Female,Takoradi,2023-11-01,Desktop,Bronze
C0493,66.0,Male,Cape Coast,2024-10-16,Mobile,Bronze
C0494,45.0,Male,Tamale,2024-02-04,Mobile,Bronze
C0495,48.0,Female,Tamale,2023-10-23,Mobile,Gold
C0496,26.0,Male,Accra,2026-01-01,Desktop,Bronze
C0497,68.0,Female,Takoradi,2026-04-17,Desktop,Platinum
C0498,46.0,Male,Cape Coast,2025-06-13,Desktop,Gold
C0499,31.0,Male,Accra,2023-11-18,Desktop,Silver
C0500,57.0,Female,Takoradi,2025-08-14,Tablet,Silver
C0501,58.0,Male,Takoradi,2025-07-07,Desktop,Silver
C0502,39.0,Male,Cape Coast,2025-12-18,Tablet,Platinum
C0503,28.0,Female,Cape Coast,2025-11-06,Desktop,Bronze
C0504,40.0,Female,Accra,2026-01-15,Mobile,Silver
C0505,18.0,Female,Takoradi,2023-12-13,Mobile,Bronze
C0506,63.0,Female,Tamale,2025-11-14,Mobile,Platinum
C0507,54.0,Female,Takoradi,2026-03-09,Desktop,Bronze
C0508,38.0,Female,Takoradi,2025-02-21,,Silver
C0509,43.0,Male,Accra,2025-08-31,Desktop,Gold
C0510,63.0,Male,Tamale,2026-01-18,Tablet,Gold
C0511,53.0,Male,Takoradi,2025-11-05,Desktop,Silver
C0512,,Male,Kumasi,2024-01-04,Desktop,Silver
C0513,18.0,Female,Cape Coast,2023-08-16,Desktop,Platinum
C0514,68.0,Female,Cape Coast,2025-10-31,Tablet,Silver
C0515,57.0,Male,Cape Coast,2024-08-28,Mobile,Platinum
C0516,32.0,Female,Accra,2024-03-11,Tablet,Bronze
C0517,38.0,Male,Cape Coast,2025-07-06,Tablet,Silver
C0518,64.0,Male,Kumasi,2023-11-24,Desktop,Platinum
C0519,26.0,Male,Kumasi,2024-07-15,Tablet,Platinum
C0520,26.0,Male,Cape Coast,2024-10-19,Desktop,Bronze
C0521,27.0,Female,Kumasi,2024-07-27,Tablet,Platinum
C0522,69.0,Female,Cape Coast,2025-04-05,Mobile,Platinum
C0523,43.0,Female,Accra,2026-01-28,Desktop,Gold
C0524,58.0,Male,Kumasi,2024-12-03,Tablet,Bronze
C0525,52.0,Male,Tamale,2023-10-10,Desktop,Bronze
C0526,69.0,Male,Accra,2024-11-05,Desktop,Bronze
C0527,42.0,Female,Tamale,2023-08-05,,Silver
C0528,43.0,Female,Takoradi,2025-03-11,Desktop,Platinum
C0529,28.0,Female,Tamale,2026-01-16,Mobile,Silver
C0530,55.0,Female,Accra,2025-06-24,Mobile,Platinum
C0531,19.0,Male,Kumasi,2025-11-18,Mobile,Bronze
C0532,24.0,Female,Tamale,2024-02-12,Tablet,Platinum
C0533,35.0,Female,Kumasi,2025-03-10,Mobile,Platinum
C0534,44.0,Female,Kumasi,2024-04-08,Desktop,Silver
C0535,51.0,Male,Accra,2026-02-26,Tablet,Platinum
C0536,44.0,Male,Kumasi,2023-11-07,Mobile,Bronze
C0537,,Male,Cape Coast,2026-03-07,Mobile,Platinum
C0538,60.0,Male,Kumasi,2025-11-08,Tablet,Bronze
C0539,61.0,Female,Tamale,2023-10-31,Mobile,Silver
C0540,68.0,Male,Kumasi,2024-10-05,Tablet,Gold
C0541,41.0,Male,Cape Coast,2024-12-22,Desktop,Gold
C0542,42.0,Male,Takoradi,2025-08-12,Mobile,Silver
C0543,24.0,Female,Takoradi,2024-09-22,Desktop,Bronze
C0544,69.0,Male,Tamale,2024-10-06,,Platinum
C0545,23.0,Male,Takoradi,2026-04-06,Tablet,Platinum
C0546,41.0,Female,Tamale,2024-09-30,Desktop,Silver
C0547,50.0,Female,Tamale,2023-12-02,Mobile,Platinum
C0548,66.0,Male,Kumasi,2026-04-10,Desktop,Silver
C0549,46.0,Female,Accra,2024-07-28,Tablet,Platinum
C0550,60.0,Female,Cape Coast,2024-08-13,Tablet,Silver
C0551,39.0,Female,Kumasi,2025-06-19,Desktop,Silver
C0552,43.0,Female,Accra,2024-06-14,Desktop,Gold
C0553,45.0,Male,Cape Coast,2026-05-07,Tablet,Silver
C0554,,Male,Takoradi,2025-07-11,Desktop,Bronze
C0555,38.0,Male,Kumasi,2024-08-08,Tablet,Silver
C0556,66.0,Female,Kumasi,2024-05-14,Desktop,Gold
C0557,24.0,Male,Kumasi,2024-10-04,Mobile,Bronze
C0558,34.0,Female,Kumasi,2023-09-11,Tablet,Silver
C0559,37.0,Female,Kumasi,2024-08-30,Tablet,Gold
C0560,58.0,Female,Tamale,2024-04-28,Desktop,Gold
C0561,66.0,Female,Takoradi,2024-06-23,Desktop,Platinum
C0562,37.0,Female,Accra,2024-09-14,Tablet,Platinum
C0563,39.0,Female,Kumasi,2025-10-16,Desktop,Gold
C0564,45.0,Female,Accra,2024-08-15,Tablet,Silver
C0565,57.0,Male,Accra,2023-12-29,Desktop,Platinum
C0566,66.0,Female,Kumasi,2025-01-21,,Gold
C0567,24.0,Male,Tamale,2024-02-17,Tablet,Silver
C0568,18.0,Female,Cape Coast,2024-03-19,Tablet,Gold
C0569,49.0,Female,Tamale,2024-08-24,Tablet,Platinum
C0570,30.0,Female,Kumasi,2025-10-20,Tablet,Gold
C0571,47.0,Male,Kumasi,2026-01-13,Tablet,Platinum
C0572,40.0,Male,Cape Coast,2024-05-12,Tablet,Bronze
C0573,68.0,Male,Accra,2025-01-22,Tablet,Bronze
C0574,36.0,Male,Tamale,2024-12-03,Mobile,Silver
C0575,49.0,Male,Kumasi,2024-03-15,Mobile,Silver
C0576,47.0,Female,Takoradi,2025-06-27,Mobile,Platinum
C0577,46.0,Female,Accra,2023-12-20,Mobile,Platinum
C0578,66.0,Male,Accra,2024-04-03,Tablet,Gold
C0579,62.0,Female,Accra,2024-09-07,Tablet,Platinum
C0580,46.0,Male,Accra,2024-02-23,Mobile,Silver
C0581,47.0,Male,Kumasi,2024-06-19,Tablet,Gold
C0582,33.0,Female,Takoradi,2025-02-22,Desktop,Bronze
C0583,57.0,Female,Tamale,2025-10-07,Desktop,Silver
C0584,36.0,Male,Takoradi,2025-04-15,Tablet,Bronze
C0585,35.0,Male,Accra,2026-03-27,Desktop,Platinum
C0586,18.0,Female,Cape Coast,2026-03-31,Desktop,Bronze
C0587,31.0,Male,Kumasi,2025-05-13,Mobile,Platinum
C0588,68.0,Female,Takoradi,2025-11-16,Tablet,Bronze
C0589,64.0,Male,Kumasi,2025-05-04,Mobile,Platinum
C0590,67.0,Female,Accra,2025-12-04,Mobile,Gold
C0591,19.0,Male,Kumasi,2025-07-26,Desktop,Bronze
C0592,45.0,Male,Cape Coast,2025-09-07,Mobile,Platinum
C0593,66.0,Male,Takoradi,2024-04-30,Mobile,Silver
C0594,67.0,Female,Cape Coast,2023-08-04,Desktop,Platinum
C0595,47.0,Male,Accra,2023-12-24,Tablet,Gold
C0596,55.0,Male,Accra,2024-02-08,Desktop,Silver
C0597,68.0,Male,Takoradi,2025-07-02,Tablet,Platinum
C0598,,Female,Accra,2024-09-14,Tablet,Gold
C0599,18.0,Female,Tamale,2026-05-27,Mobile,Gold
C0600,25.0,Female,Tamale,2026-05-26,Mobile,Platinum
C0601,46.0,Male,Cape Coast,2023-11-03,,Silver
C0602,56.0,Male,Accra,2026-01-16,Desktop,Silver
C0603,20.0,Female,Kumasi,2024-12-06,Tablet,Platinum
C0604,49.0,Female,Takoradi,2023-06-16,Mobile,Bronze
C0605,27.0,Male,Takoradi,2025-05-05,Desktop,Gold
C0606,27.0,Female,Accra,2025-11-17,Mobile,Bronze
C0607,36.0,Male,Tamale,2023-08-04,Desktop,Platinum
C0608,63.0,Male,Accra,2023-12-10,Mobile,Gold
C0609,51.0,Male,Cape Coast,2024-03-25,Tablet,Gold
C0610,50.0,Female,Accra,2026-05-29,Desktop,Platinum
C0611,40.0,Female,Accra,2024-03-28,Tablet,Silver
C0612,45.0,Male,Tamale,2024-06-09,Mobile,Silver
C0613,49.0,Female,Takoradi,2025-11-04,Desktop,Platinum
C0614,67.0,Male,Accra,2026-04-11,Mobile,Platinum
C0615,24.0,Female,Tamale,2026-04-30,Desktop,Platinum
C0616,46.0,Male,Takoradi,2023-09-18,Desktop,Silver
C0617,25.0,Female,Cape Coast,2025-07-23,Tablet,Silver
C0618,18.0,Female,Accra,2025-01-19,Mobile,Gold
C0619,20.0,Male,Tamale,2025-05-05,Desktop,Platinum
C0620,41.0,Female,Tamale,2023-08-02,Desktop,Platinum
C0621,40.0,Male,Takoradi,2024-06-27,Desktop,Silver
C0622,25.0,Female,Takoradi,2024-11-18,,Platinum
C0623,64.0,Female,Takoradi,2023-12-12,,Platinum
C0624,54.0,Male,Takoradi,2026-01-09,Desktop,Gold
C0625,20.0,Female,Takoradi,2023-12-09,Mobile,Silver
C0626,68.0,Male,Cape Coast,2025-02-14,Mobile,Platinum
C0627,50.0,Male,Tamale,2024-02-02,Desktop,Bronze
C0628,45.0,Female,Tamale,2024-03-26,Mobile,Gold
C0629,64.0,Male,Takoradi,2023-07-23,Tablet,Silver
C0630,25.0,Female,Tamale,2024-06-06,Mobile,Platinum
C0631,51.0,Female,Cape Coast,2023-10-07,Desktop,Platinum
C0632,52.0,Male,Takoradi,2025-06-22,Tablet,Bronze
C0633,,Male,Kumasi,2024-03-22,Tablet,Gold
C0634,41.0,Male,Cape Coast,2026-02-08,Mobile,Platinum
C0635,31.0,Female,Tamale,2026-03-31,Mobile,Bronze
C0636,49.0,Male,Takoradi,2023-10-20,Mobile,Silver
C0637,63.0,Female,Takoradi,2023-07-01,Desktop,Platinum
C0638,60.0,Male,Takoradi,2025-04-22,Mobile,Platinum
C0639,33.0,Male,Takoradi,2024-05-05,Desktop,Bronze
C0640,21.0,Male,Kumasi,2025-04-12,Desktop,Gold
C0641,69.0,Female,Tamale,2025-12-01,Mobile,Platinum
C0642,54.0,Female,Tamale,2023-12-15,,Platinum
C0643,38.0,Female,Takoradi,2025-06-27,Mobile,Gold
C0644,31.0,Male,Accra,2025-10-05,Mobile,Gold
C0645,48.0,Male,Kumasi,2023-06-12,Tablet,Silver
C0646,65.0,Male,Cape Coast,2025-07-12,Mobile,Gold
C0647,35.0,Female,Tamale,2025-09-25,Mobile,Platinum
C0648,24.0,Male,Kumasi,2024-07-29,Tablet,Platinum
C0649,27.0,Female,Accra,2025-04-05,Tablet,Silver
C0650,24.0,Female,Cape Coast,2023-12-31,Desktop,Platinum
C0651,50.0,Male,Kumasi,2025-12-10,,Gold
C0652,40.0,Male,Cape Coast,2025-12-15,Mobile,Silver
C0653,38.0,Female,Takoradi,2023-12-24,Mobile,Platinum
C0654,36.0,Male,Takoradi,2025-09-04,Tablet,Platinum
C0655,65.0,Female,Cape Coast,2024-10-25,Desktop,Platinum
C0656,36.0,Male,Takoradi,2025-11-23,Desktop,Platinum
C0657,53.0,Male,Takoradi,2025-01-20,Tablet,Bronze
C0658,46.0,Male,Takoradi,2025-11-12,Mobile,Silver
C0659,35.0,Female,Accra,2025-06-07,Mobile,Gold
C0660,19.0,Male,Cape Coast,2026-05-20,Desktop,Platinum
C0661,18.0,Male,Cape Coast,2023-10-23,Desktop,Platinum
C0662,64.0,Male,Tamale,2024-08-02,Tablet,Silver
C0663,22.0,Male,Tamale,2026-02-24,Desktop,Silver
C0664,37.0,Male,Takoradi,2024-02-02,Desktop,Bronze
C0665,28.0,Female,Accra,2025-05-07,Desktop,Silver
C0666,,Male,Tamale,2023-12-26,Tablet,Platinum
C0667,19.0,Female,Tamale,2025-01-12,Desktop,Platinum
C0668,20.0,Female,Kumasi,2024-11-14,Mobile,Bronze
C0669,40.0,Male,Takoradi,2023-06-21,Mobile,Gold
C0670,29.0,Male,Cape Coast,2024-03-31,,Silver
C0671,37.0,Female,Cape Coast,2025-07-09,Tablet,Platinum
C0672,22.0,Male,Cape Coast,2025-10-02,Mobile,Gold
C0673,54.0,Female,Cape Coast,2024-03-18,Mobile,Platinum
C0674,55.0,Male,Tamale,2024-05-29,Mobile,Silver
C0675,47.0,Female,Accra,2024-09-28,Desktop,Gold
C0676,26.0,Female,Accra,2023-11-13,Desktop,Bronze
C0677,51.0,Male,Kumasi,2023-07-04,,Gold
C0678,61.0,Female,Kumasi,2026-01-05,Tablet,Silver
C0679,52.0,Male,Kumasi,2025-10-20,Mobile,Gold
C0680,69.0,Female,Cape Coast,2024-10-13,Tablet,Silver
C0681,39.0,Female,Takoradi,2025-01-28,Desktop,Gold
C0682,61.0,Male,Kumasi,2024-10-16,Desktop,Bronze
C0683,41.0,Female,Kumasi,2023-12-11,Tablet,Silver
C0684,34.0,Male,Kumasi,2024-09-02,Tablet,Gold
C0685,27.0,Male,Tamale,2025-07-09,Desktop,Silver
C0686,,Female,Tamale,2024-05-13,Desktop,Platinum
C0687,63.0,Male,Accra,2023-12-21,Desktop,Gold
C0688,40.0,Female,Tamale,2025-08-20,Desktop,Gold
C0689,49.0,Male,Accra,2025-11-05,Tablet,Platinum
C0690,34.0,Female,Accra,2026-03-28,Tablet,Platinum
C0691,,Male,Tamale,2026-05-14,Mobile,Platinum
C0692,68.0,Female,Takoradi,2024-03-24,Desktop,Gold
C0693,34.0,Male,Cape Coast,2023-12-29,Desktop,Gold
C0694,31.0,Male,Accra,2025-12-20,Mobile,Platinum
C0695,26.0,Male,Accra,2026-04-05,Mobile,Platinum
C0696,57.0,Female,Accra,2024-11-09,Desktop,Silver
C0697,,Male,Takoradi,2026-02-28,Mobile,Gold
C0698,62.0,Male,Takoradi,2024-06-08,Desktop,Bronze
C0699,42.0,Female,Kumasi,2023-06-19,Mobile,Platinum
C0700,56.0,Female,Kumasi,2026-02-21,Desktop,Bronze
C0701,,Male,Accra,2026-03-25,Mobile,Platinum
C0702,39.0,Male,Kumasi,2025-01-15,Tablet,Silver
C0703,60.0,Female,Accra,2023-10-28,,Gold
C0704,63.0,Male,Tamale,2024-12-25,Tablet,Silver
C0705,21.0,Female,Accra,2024-02-11,Mobile,Platinum
C0706,43.0,Male,Accra,2025-08-04,Mobile,Gold
C0707,46.0,Female,Takoradi,2023-09-18,Mobile,Platinum
C0708,,Male,Kumasi,2024-02-05,Mobile,Bronze
C0709,51.0,Male,Tamale,2026-04-21,Desktop,Silver
C0710,40.0,Male,Tamale,2025-10-27,,Platinum
C0711,,Male,Accra,2024-03-09,Mobile,Silver
C0712,28.0,Male,Cape Coast,2024-08-18,,Platinum
C0713,23.0,Female,Tamale,2023-09-29,,Silver
C0714,35.0,Male,Takoradi,2025-10-05,Tablet,Bronze
C0715,38.0,Male,Cape Coast,2023-10-09,Tablet,Gold
C0716,59.0,Male,Takoradi,2023-07-02,Mobile,Silver
C0717,53.0,Female,Takoradi,2024-01-17,Tablet,Bronze
C0718,58.0,Male,Tamale,2023-11-06,Desktop,Bronze
C0719,55.0,Male,Tamale,2023-09-27,Tablet,Bronze
C0720,51.0,Male,Takoradi,2024-11-28,Desktop,Silver
C0721,34.0,Female,Cape Coast,2023-08-19,Desktop,Gold
C0722,54.0,Male,Tamale,2026-01-07,Mobile,Bronze
C0723,42.0,Male,Accra,2026-05-29,Desktop,Silver
C0724,55.0,Male,Accra,2023-12-26,Desktop,Gold
C0725,,Female,Tamale,2025-04-29,Tablet,Platinum
C0726,40.0,Male,Cape Coast,2025-11-11,Tablet,Silver
C0727,59.0,Female,Accra,2025-09-05,Desktop,Bronze
C0728,39.0,Male,Kumasi,2024-11-18,Tablet,Gold
C0729,38.0,Female,Cape Coast,2026-01-29,Tablet,Bronze
C0730,44.0,Female,Tamale,2025-11-01,Tablet,Silver
C0731,48.0,Male,Kumasi,2023-11-13,Mobile,Platinum
C0732,23.0,Male,Tamale,2025-08-28,Tablet,Bronze
C0733,44.0,Female,Kumasi,2023-12-26,Mobile,Bronze
C0734,57.0,Male,Accra,2026-01-19,Mobile,Platinum
C0735,51.0,Female,Cape Coast,2024-10-16,Tablet,Gold
C0736,29.0,Male,Takoradi,2023-11-09,Mobile,Gold
C0737,62.0,Male,Accra,2023-06-25,Desktop,Platinum
C0738,24.0,Female,Cape Coast,2023-07-30,Mobile,Gold
C0739,27.0,Male,Tamale,2026-03-20,Desktop,Gold
C0740,,Male,Tamale,2026-01-19,Tablet,Silver
C0741,,Female,Kumasi,2024-03-22,,Bronze
C0742,43.0,Male,Kumasi,2024-06-30,Tablet,Bronze
C0743,38.0,Male,Accra,2024-09-22,Mobile,Bronze
C0744,45.0,Female,Takoradi,2025-03-31,Desktop,Silver
C0745,63.0,Male,Accra,2024-07-08,Tablet,Platinum
C0746,19.0,Male,Takoradi,2025-04-25,Mobile,Platinum
C0747,60.0,Female,Takoradi,2024-01-07,Mobile,Gold
C0748,18.0,Male,Cape Coast,2024-10-11,Tablet,Bronze
C0749,68.0,Male,Kumasi,2026-04-13,Tablet,Bronze
C0750,53.0,Female,Accra,2024-01-02,Desktop,Gold
C0751,68.0,Female,Takoradi,2023-11-19,Mobile,Platinum
C0752,43.0,Male,Takoradi,2025-09-03,Mobile,Gold
C0753,46.0,Female,Cape Coast,2025-01-26,Mobile,Platinum
C0754,38.0,Female,Cape Coast,2024-05-30,Desktop,Silver
C0755,28.0,Male,Kumasi,2023-07-29,Mobile,Platinum
C0756,57.0,Male,Kumasi,2026-04-03,Tablet,Gold
C0757,28.0,Male,Takoradi,2024-10-28,Mobile,Platinum
C0758,53.0,Female,Accra,2025-12-23,Mobile,Silver
C0759,66.0,Female,Tamale,2025-09-08,Mobile,Silver
C0760,56.0,Female,Accra,2026-01-01,Mobile,Silver
C0761,57.0,Female,Takoradi,2024-10-13,Desktop,Bronze
C0762,52.0,Male,Cape Coast,2023-12-19,Mobile,Platinum
C0763,51.0,Male,Cape Coast,2026-05-19,Tablet,Bronze
C0764,64.0,Female,Kumasi,2025-11-28,,Gold
C0765,41.0,Female,Takoradi,2024-03-02,Desktop,Gold
C0766,39.0,Female,Tamale,2025-02-28,Desktop,Silver
C0767,22.0,Male,Kumasi,2024-06-14,Mobile,Bronze
C0768,50.0,Male,Accra,2023-10-09,Mobile,Platinum
C0769,53.0,Female,Takoradi,2025-06-05,Desktop,Bronze
C0770,64.0,Female,Kumasi,2024-10-03,Desktop,Gold
C0771,37.0,Female,Takoradi,2026-02-09,Mobile,Bronze
C0772,36.0,Male,Takoradi,2025-01-24,Tablet,Bronze
C0773,,Male,Takoradi,2025-08-04,Mobile,Bronze
C0774,69.0,Male,Takoradi,2026-01-13,Desktop,Bronze
C0775,60.0,Female,Takoradi,2026-04-18,Mobile,Bronze
C0776,34.0,Female,Tamale,2024-07-15,Tablet,Silver
C0777,62.0,Male,Tamale,2024-03-08,Mobile,Silver
C0778,60.0,Male,Accra,2025-09-25,Mobile,Silver
C0779,51.0,Male,Kumasi,2023-06-08,Desktop,Gold
C0780,26.0,Male,Cape Coast,2025-12-18,Tablet,Gold
C0781,43.0,Male,Accra,2025-07-20,Mobile,Silver
C0782,19.0,Female,Kumasi,2024-10-18,Mobile,Gold
C0783,26.0,Male,Accra,2024-08-28,Desktop,Bronze
C0784,26.0,Male,Cape Coast,2025-11-14,Desktop,Platinum
C0785,57.0,Female,Accra,2025-11-16,Desktop,Platinum
C0786,34.0,Male,Takoradi,2025-10-14,Mobile,Silver
C0787,18.0,Female,Takoradi,2024-01-29,Desktop,Silver
C0788,42.0,Male,Cape Coast,2025-07-15,Tablet,Silver
C0789,60.0,Female,Tamale,2023-07-13,Desktop,Platinum
C0790,,Male,Accra,2025-11-22,Desktop,Platinum
C0791,59.0,Male,Tamale,2024-06-25,Mobile,Silver
C0792,42.0,Male,Tamale,2025-04-29,Tablet,Gold
C0793,56.0,Female,Cape Coast,2025-01-04,Desktop,Gold
C0794,52.0,Female,Tamale,2024-06-24,Desktop,Silver
C0795,20.0,Male,Takoradi,2023-08-31,Tablet,Silver
C0796,67.0,Male,Takoradi,2024-12-26,Mobile,Platinum
C0797,54.0,Female,Cape Coast,2023-12-10,Mobile,Silver
C0798,61.0,Male,Kumasi,2024-05-11,Tablet,Silver
C0799,,Female,Cape Coast,2024-10-03,Tablet,Bronze
C0800,68.0,Male,Cape Coast,2023-12-02,Desktop,Gold
C0801,47.0,Male,Kumasi,2023-12-15,Mobile,Gold
C0802,55.0,Female,Cape Coast,2023-08-27,Mobile,Gold
C0803,51.0,Male,Cape Coast,2024-11-26,Mobile,Platinum
C0804,29.0,Female,Kumasi,2025-06-20,Desktop,Bronze
C0805,36.0,Male,Accra,2024-11-04,Mobile,Silver
C0806,54.0,Male,Cape Coast,2023-08-16,Desktop,Bronze
C0807,61.0,Female,Cape Coast,2025-03-16,Mobile,Silver
C0808,66.0,Female,Kumasi,2025-07-31,Desktop,Bronze
C0809,34.0,Male,Kumasi,2026-05-05,Tablet,Silver
C0810,27.0,Male,Cape Coast,2024-03-07,Desktop,Bronze
C0811,,Female,Tamale,2025-06-29,Tablet,Bronze
C0812,64.0,Female,Takoradi,2023-06-30,Desktop,Silver
C0813,29.0,Male,Tamale,2026-03-13,,Platinum
C0814,33.0,Female,Kumasi,2023-08-10,Tablet,Gold
C0815,41.0,Male,Cape Coast,2024-05-12,Mobile,Platinum
C0816,36.0,Female,Takoradi,2024-04-10,Mobile,Silver
C0817,25.0,Male,Cape Coast,2023-07-22,Desktop,Bronze
C0818,48.0,Male,Cape Coast,2025-06-15,Desktop,Silver
C0819,38.0,Male,Tamale,2026-02-14,Mobile,Gold
C0820,34.0,Male,Kumasi,2024-04-14,Desktop,Gold
C0821,40.0,Male,Accra,2024-11-29,Tablet,Gold
C0822,54.0,Female,Accra,2024-01-27,Desktop,Silver
C0823,33.0,Male,Accra,2025-07-01,Desktop,Gold
C0824,23.0,Male,Accra,2025-06-23,Mobile,Platinum
C0825,25.0,Female,Tamale,2024-12-01,Mobile,Platinum
C0826,,Female,Tamale,2024-01-26,Desktop,Platinum
C0827,35.0,Male,Tamale,2023-10-30,Tablet,Silver
C0828,42.0,Male,Tamale,2023-10-11,Mobile,Bronze
C0829,29.0,Female,Accra,2025-11-28,Desktop,Gold
C0830,32.0,Male,Accra,2026-04-09,Desktop,Silver
C0831,43.0,Female,Kumasi,2023-12-04,,Bronze
C0832,58.0,Male,Takoradi,2025-08-01,Tablet,Platinum
C0833,62.0,Male,Tamale,2023-08-21,Tablet,Silver
C0834,43.0,Female,Kumasi,2023-09-03,Mobile,Bronze
C0835,64.0,Female,Kumasi,2025-03-26,Mobile,Platinum
C0836,49.0,Female,Takoradi,2026-05-04,,Silver
C0837,27.0,Male,Accra,2024-07-15,Desktop,Platinum
C0838,33.0,Male,Accra,2026-03-04,Desktop,Bronze
C0839,24.0,Female,Accra,2023-07-28,,Platinum
C0840,34.0,Male,Accra,2025-08-29,Mobile,Silver
C0841,40.0,Male,Takoradi,2025-05-04,Mobile,Platinum
C0842,43.0,Male,Takoradi,2025-05-27,Desktop,Platinum
C0843,38.0,Female,Takoradi,2026-02-22,Mobile,Platinum
C0844,39.0,Male,Takoradi,2025-12-05,Desktop,Gold
C0845,24.0,Male,Tamale,2025-09-17,Mobile,Gold
C0846,31.0,Female,Tamale,2026-01-15,Desktop,Silver
C0847,32.0,Female,Cape Coast,2025-08-09,Mobile,Silver
C0848,24.0,Male,Accra,2026-04-15,Tablet,Gold
C0849,26.0,Female,Cape Coast,2023-11-07,Mobile,Bronze
C0850,68.0,Female,Cape Coast,2023-06-21,,Platinum
C0851,65.0,Male,Tamale,2023-10-29,Desktop,Bronze
C0852,25.0,Female,Accra,2023-11-09,Tablet,Silver
C0853,67.0,Male,Tamale,2024-03-09,Mobile,Silver
